지방청,관서,검거건수(2014년)
서울,서울지방경찰청,"4,662"
서울,서울중부경찰서,"5,280"
서울,서울종로경찰서,"4,562"
서울,서울남대문경찰서,"4,022"
서울,서울서대문경찰서,"8,198"
서울,서울혜화경찰서,"5,560"
서울,서울용산경찰서,"8,128"
서울,서울성북경찰서,"5,126"
서울,서울동대문경찰서,"9,372"
서울,서울마포경찰서,"10,518"
서울,서울영등포경찰서,"13,305"
서울,서울성동경찰서,"6,972"
서울,서울동작경찰서,"7,506"
서울,서울광진경찰서,"10,147"
서울,서울서부경찰서,"4,215"
서울,서울강북경찰서,"8,290"
서울,서울금천경찰서,"8,075"
서울,서울중랑경찰서,"9,491"
서울,서울강남경찰서,"14,147"
서울,서울관악경찰서,"10,667"
서울,서울강서경찰서,"11,194"
서울,서울강동경찰서,"9,861"
서울,서울종암경찰서,"4,427"
서울,서울구로경찰서,"9,580"
서울,서울서초경찰서,"9,698"
서울,서울양천경찰서,"8,911"
서울,서울송파경찰서,"14,431"
서울,서울노원경찰서,"9,426"
서울,서울방배경찰서,"3,335"
서울,서울은평경찰서,"5,608"
서울,서울도봉경찰서,"5,819"
서울,서울수서경찰서,"8,330"
부산,부산지방경찰청,"1,700"
부산,부산중부경찰서,"3,585"
부산,부산동래경찰서,"8,125"
부산,부산영도경찰서,"3,211"
부산,부산동부경찰서,"4,396"
부산,부산진경찰서,"13,399"
부산,부산서부경찰서,"3,890"
부산,부산남부경찰서,"10,688"
부산,부산해운대경찰서,"10,944"
부산,부산사상경찰서,"8,210"
부산,부산금정경찰서,"7,425"
부산,부산사하경찰서,"8,285"
부산,부산연제경찰서,"7,370"
부산,부산강서경찰서,"3,371"
부산,부산북부경찰서,"7,039"
부산,부산기장경찰서,"3,784"
대구,대구지방경찰청,"1,081"
대구,대구중부경찰서,"6,137"
대구,대구동부경찰서,"10,834"
대구,대구서부경찰서,"7,348"
대구,대구남부경찰서,"6,025"
대구,대구북부경찰서,"6,106"
대구,대구수성경찰서,"10,744"
대구,대구달서경찰서,"7,024"
대구,대구성서경찰서,"9,804"
대구,대구달성경찰서,"4,231"
대구,대구강북경찰서,"6,528"
인천,인천지방경찰청,"1,496"
인천,인천중부경찰서,"7,495"
인천,인천남부경찰서,"13,229"
인천,인천남동경찰서,"13,153"
인천,인천부평경찰서,"8,201"
인천,인천삼산경찰서,"6,230"
인천,인천서부경찰서,"11,862"
인천,인천계양경찰서,"7,521"
인천,인천연수경찰서,"6,622"
인천,인천강화경찰서,"1,409"
광주,광주지방경찰청,421
광주,광주동부경찰서,"5,375"
광주,광주서부경찰서,"13,459"
광주,광주남부경찰서,"5,845"
광주,광주북부경찰서,"14,238"
광주,광주광산경찰서,"12,533"
대전,대전지방경찰청,"1,002"
대전,대전중부경찰서,"7,544"
대전,대전동부경찰서,"6,737"
대전,대전서부경찰서,"5,401"
대전,대전대덕경찰서,"4,476"
대전,대전둔산경찰서,"11,763"
울산,울산지방경찰청,623
울산,울산중부경찰서,"9,635"
울산,울산남부경찰서,"11,462"
울산,울산동부경찰서,"5,424"
울산,울산울주경찰서,"6,318"
경기,경기지방경찰청,"1,693"
경기,경기수원중부경찰서,"10,879"
경기,경기수원남부경찰서,"13,761"
경기,경기수원서부경찰서,"7,940"
경기,경기안양동안경찰서,"7,818"
경기,경기안양만안경찰서,"6,487"
경기,경기군포경찰서,"6,130"
경기,경기성남수정경찰서,"6,728"
경기,경기성남중원경찰서,"7,688"
경기,경기분당경찰서,"9,107"
경기,경기부천소사경찰서,"5,229"
경기,경기부천원미경찰서,"15,793"
경기,경기부천오정경찰서,"4,790"
경기,경기의정부경찰서,"11,996"
경기,경기고양경찰서,"9,655"
경기,경기일산동부경찰서,"13,506"
경기,경기광명경찰서,"7,124"
경기,경기안산단원경찰서,"11,454"
경기,경기안산상록경찰서,"8,753"
경기,경기시흥경찰서,"13,851"
경기,경기평택경찰서,"15,736"
경기,경기남양주경찰서,"12,616"
경기,경기화성동부경찰서,"12,404"
경기,경기화성서부경찰서,"7,093"
경기,경기용인동부경찰서,"10,622"
경기,경기용인서부경찰서,"6,036"
경기,경기광주경찰서,"7,169"
경기,경기파주경찰서,"10,013"
경기,경기김포경찰서,"7,653"
경기,경기과천경찰서,"1,432"
경기,경기의왕경찰서,"2,843"
경기,경기양주경찰서,"5,670"
경기,경기동두천경찰서,"3,074"
경기,경기구리경찰서,"5,966"
경기,경기하남경찰서,"3,459"
경기,경기이천경찰서,"5,746"
경기,경기포천경찰서,"5,628"
경기,경기안성경찰서,"5,349"
경기,경기여주경찰서,"3,059"
경기,경기양평경찰서,"2,413"
경기,경기가평경찰서,"2,432"
경기,경기연천경찰서,"1,270"
강원,강원지방경찰청,385
강원,강원춘천경찰서,"7,919"
강원,강원강릉경찰서,"5,830"
강원,강원원주경찰서,"9,896"
강원,강원동해경찰서,"2,799"
강원,강원태백경찰서,"1,212"
강원,강원속초경찰서,"3,440"
강원,강원삼척경찰서,"2,006"
강원,강원영월경찰서,938
강원,강원정선경찰서,"1,445"
강원,강원홍천경찰서,"2,031"
강원,강원평창경찰서,"1,101"
강원,강원횡성경찰서,"1,102"
강원,강원고성경찰서,844
강원,강원인제경찰서,755
강원,강원철원경찰서,874
강원,강원화천경찰서,411
강원,강원양구경찰서,421
충북,충북지방경찰청,529
충북,충북청주흥덕경찰서,"9,818"
충북,충북청주상당경찰서,"5,493"
충북,충북청주청원경찰서,"6,312"
충북,충북충주경찰서,"5,351"
충북,충북제천경찰서,"4,174"
충북,충북영동경찰서,951
충북,충북괴산경찰서,"1,477"
충북,충북단양경찰서,701
충북,충북보은경찰서,679
충북,충북옥천경찰서,"1,150"
충북,충북음성경찰서,"2,648"
충북,충북진천경찰서,"1,703"
충남,충남지방경찰청,354
충남,충남천안서북경찰서,"9,974"
충남,충남천안동남경찰서,"7,285"
충남,충남서산경찰서,"5,631"
충남,충남논산경찰서,"3,069"
충남,충남아산경찰서,"6,530"
충남,충남공주경찰서,"2,773"
충남,충남보령경찰서,"3,108"
충남,충남당진경찰서,"4,206"
충남,충남세종경찰서,"2,712"
충남,충남홍성경찰서,"2,128"
충남,충남예산경찰서,"1,662"
충남,충남부여경찰서,"1,587"
충남,충남서천경찰서,"1,281"
충남,충남금산경찰서,"1,162"
충남,충남청양경찰서,673
전북,전북지방경찰청,548
전북,전북전주완산경찰서,"9,666"
전북,전북전주덕진경찰서,"8,028"
전북,전북군산경찰서,"8,484"
전북,전북익산경찰서,"8,393"
전북,전북정읍경찰서,"2,816"
전북,전북남원경찰서,"1,863"
전북,전북김제경찰서,"2,216"
전북,전북완주경찰서,"1,853"
전북,전북고창경찰서,"1,189"
전북,전북부안경찰서,"1,323"
전북,전북임실경찰서,467
전북,전북순창경찰서,510
